2026/02/12 11:38:35 [client] shardkv client putappend key:0 value:_LBhPXgp-PAdFzyrvxj2 op:Put to server:&{n1_sw6gKRxu28cRk1WZf 0xc000024310 0xc000024380}, shard:8, gid:100 servers:[server-100-0 server-100-1 server-100-2]
2026/02/12 11:38:39 [client] shardkv client putappend key:8 value:SeHUwwO8lAJer0rAUt90 op:Append to server:&{-vH9cJ1BCxjibMQyt0mY 0xc000024310 0xc000024380}, shard:6, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:39 [client] shardkv client putappend key:8 value:SeHUwwO8lAJer0rAUt90 op:Append to server:&{eOCIIh2Pmfy68e2kiHCP 0xc000024310 0xc000024380}, shard:6, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:39 [client] shardkv client get key:9 to server:&{M79m946dzfFQ6lGsdDwR 0xc000024310 0xc000024380}, shard:7, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client get key:9 to server:&{bTgRhZt0H8OFeSa_C1K3 0xc000024310 0xc000024380}, shard:7, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client get key:9 to server:&{ApCxGtESiIQn2KbT2QVO 0xc000024310 0xc000024380}, shard:7, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client putappend key:9 value:15J_psw9HppQfTvIJtDl op:Append to server:&{82mWF6hhkujJvVYn1Ip2 0xc000024310 0xc000024380}, shard:7, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client putappend key:9 value:15J_psw9HppQfTvIJtDl op:Append to server:&{Aok4kCbZij86ZFtP7_ha 0xc000024310 0xc000024380}, shard:7, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client putappend key:9 value:15J_psw9HppQfTvIJtDl op:Append to server:&{h9XbXEL_5UAXFxcjzCkk 0xc000024310 0xc000024380}, shard:7, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client get key:10 to server:&{fdlbZNvpnjoi64WJYK9n 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client get key:10 to server:&{7ulWtLvqAd8d8XIbTUIy 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client get key:10 to server:&{PXZwTIdYkiXS5p5EniA6 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client putappend key:10 value:5I6QI2Wh34t3kuNgSvGr op:Append to server:&{YIW5dO6czfGHTnf5s_vm 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client putappend key:10 value:5I6QI2Wh34t3kuNgSvGr op:Append to server:&{y9qAWTcyaUm5fxZzQjrx 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client putappend key:10 value:5I6QI2Wh34t3kuNgSvGr op:Append to server:&{aPo-pyh-NQe6OCgOOtpu 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client get key:11 to server:&{1GiUJvHRELZQQNAfJdoT 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client get key:11 to server:&{tH8hfzn1hgZPttu5cUNc 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:39 [client] shardkv client get key:11 to server:&{8By9peti6cNLIvgjbPu_ 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client putappend key:11 value:YZ4f_UueSkxZScL1VuWL op:Append to server:&{4dKbqeUOzHrUEukwj7Wq 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client putappend key:11 value:YZ4f_UueSkxZScL1VuWL op:Append to server:&{bKLIr-Tm0LVHmQukFV_E 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client putappend key:11 value:YZ4f_UueSkxZScL1VuWL op:Append to server:&{ohg9aAWBe08oH__vG1Ld 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client get key:12 to server:&{QX73rxrSNOMj0065zo30 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client get key:12 to server:&{6QR9On0lMhdzLuS0aEUW 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client get key:12 to server:&{HX_Ggmy8W50C9mMAbv6B 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client putappend key:12 value:eXLJ2zBof6ErIQZr0niC op:Append to server:&{YMLeAzAQk-F5rB8dpNbM 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client putappend key:12 value:eXLJ2zBof6ErIQZr0niC op:Append to server:&{EfZmpCr2fHG_sm9h0ENB 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client putappend key:12 value:eXLJ2zBof6ErIQZr0niC op:Append to server:&{_nerHxlcK1wvYW7gU1eR 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client get key:13 to server:&{iNyFVNba972OJPdo6k0q 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client get key:13 to server:&{0vIUjERr48YkowrkPN77 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client get key:13 to server:&{Pumt_-JM5ItybpFsX1mF 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client putappend key:13 value:z7HBZce8SytSdx7Z6QSk op:Append to server:&{rfFN8L-V6ABz93QnPCtn 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client putappend key:13 value:z7HBZce8SytSdx7Z6QSk op:Append to server:&{d78pOa8JeZ5a6hCFEdWO 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client putappend key:13 value:z7HBZce8SytSdx7Z6QSk op:Append to server:&{ZH8IN7rvxb4i1Gg0c3W9 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client get key:14 to server:&{zZjrP2kkcd9JcL1Ssfk1 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client get key:14 to server:&{YR4DLYgqMGbf9W4xgFYY 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client get key:14 to server:&{extKFNeBqGnZa-9Tt6eF 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client putappend key:14 value:KGYaLv6iPWE232ABbqdd op:Append to server:&{srGxRgwVlDtFbhilpOer 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client putappend key:14 value:KGYaLv6iPWE232ABbqdd op:Append to server:&{VNE6QXlH7WviHy_xokwb 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client putappend key:14 value:KGYaLv6iPWE232ABbqdd op:Append to server:&{Is4Z-FK0A0GmSYnQ0HoF 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client get key:15 to server:&{SQSGJKZnDmUa6_7HZrNr 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client get key:15 to server:&{CAurfy6jeMHTFU2x4EPV 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client get key:15 to server:&{IGOFFLlnBMva8tx0YJaG 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client putappend key:15 value:MWeB7qDPxy2PKREGgVLx op:Append to server:&{ZaD3qnDOjuwHJF16UcCl 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client putappend key:15 value:MWeB7qDPxy2PKREGgVLx op:Append to server:&{f--XQ7hBusBMZ7yyYTfx 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client putappend key:15 value:MWeB7qDPxy2PKREGgVLx op:Append to server:&{06-Wn5VYHpzIj4g1pOJW 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client get key:16 to server:&{liL9yM8XxCZ3HCSr_qVV 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client get key:16 to server:&{mdJOV89X5QxIV7PvqY13 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client get key:16 to server:&{WH3KInUtyCm5Xj5YaAZv 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client putappend key:16 value:HtBt9h8ct7HsVtxQ-W-Z op:Append to server:&{clhOpCjbCA0LEDd0ifRx 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client putappend key:16 value:HtBt9h8ct7HsVtxQ-W-Z op:Append to server:&{8oUEVI39TFQSvHF4tMEA 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client putappend key:16 value:HtBt9h8ct7HsVtxQ-W-Z op:Append to server:&{7iV8NQVBjsugF1IOo_Fr 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client get key:17 to server:&{l0oMzWphzczPBtRiqtEb 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client get key:17 to server:&{rACEo_0Y_gcclODbfSra 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client get key:17 to server:&{3Q6ols26QlnjIozHhtUL 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client putappend key:17 value:qFDXDif3u10asqP5Qt16 op:Append to server:&{SY9Pk1bJ9b6lO9fWiBAZ 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client putappend key:17 value:qFDXDif3u10asqP5Qt16 op:Append to server:&{TalP0mIU1zk9RMNa5Iq5 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client putappend key:17 value:qFDXDif3u10asqP5Qt16 op:Append to server:&{r5gzflWkeBMcblvnnX2T 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client get key:18 to server:&{IGbXYMC5fW_q8GUQc_Vs 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client get key:18 to server:&{o47k_o2FgcNSzismwCIy 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client get key:18 to server:&{BRPvi26JveMU9KZ1Gbw6 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client putappend key:18 value:a1greKwbO3WcKbcPuLzJ op:Append to server:&{mbynkP9Kr_0OXqRmm_Qc 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client putappend key:18 value:a1greKwbO3WcKbcPuLzJ op:Append to server:&{6KmWI6b_SINYzVJDjLEU 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client putappend key:18 value:a1greKwbO3WcKbcPuLzJ op:Append to server:&{t5avrABwEhvxCBK68s9k 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client get key:19 to server:&{x3Zi4vtIy1qke_mGEzAL 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client get key:19 to server:&{Q-prl-2uldqbCrPG6cyk 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client get key:19 to server:&{gPdn183Wl_z3aJpvI4xQ 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client putappend key:19 value:J-0x7AGmI1D4vPo67IT9 op:Append to server:&{Z6HULj-BfmZOwB4bT10C 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client putappend key:19 value:J-0x7AGmI1D4vPo67IT9 op:Append to server:&{AmUx8bgrvr97QFVivI31 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client putappend key:19 value:J-0x7AGmI1D4vPo67IT9 op:Append to server:&{v6mc2ZMGAMiLZuBG6u0y 0xc000024310 0xc000024380}, shard:9, gid:102 servers:[server-102-0 server-102-1 server-102-2]
2026/02/12 11:38:40 [client] shardkv client get key:20 to server:&{WABME1xJf3yl3pXTAdf2 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:40 [client] shardkv client get key:20 to server:&{Mldj0dY7nLcGWZgyf63c 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:40 [client] shardkv client putappend key:20 value:YSzyJ0BQ0tw8Qg1gi9XC op:Append to server:&{DBUbaYFjs2xLN_0DA_uC 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:40 [client] shardkv client putappend key:20 value:YSzyJ0BQ0tw8Qg1gi9XC op:Append to server:&{nc6OykacQFWG5_B9wOzn 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:40 [client] shardkv client get key:21 to server:&{YsJ0CqYLKkqr6iIP9OrS 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:40 [client] shardkv client get key:21 to server:&{HsLDPaPrm0Ntc3QidX5h 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:40 [client] shardkv client putappend key:21 value:qdqcEOUQZZqgH-Zld7KY op:Append to server:&{ipccgk8fSx-kBs1VSHqO 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:40 [client] shardkv client putappend key:21 value:qdqcEOUQZZqgH-Zld7KY op:Append to server:&{mPbk1xGMkXPABBcf4qtg 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:41 [client] shardkv client get key:22 to server:&{nRIlY7oP_gxZ7PaKkuKs 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:41 [client] shardkv client get key:22 to server:&{7uRCU19wOmE33fLk0bPU 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:41 [client] shardkv client putappend key:22 value:ac23OCNP_q7aYRFpIP6b op:Append to server:&{6Sgn7-zv1yMm88u2oSPb 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:41 [client] shardkv client putappend key:22 value:ac23OCNP_q7aYRFpIP6b op:Append to server:&{L610NY6cFCta9usIj7V- 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:41 [client] shardkv client get key:23 to server:&{hLJof_x_dL3EV4lrWfqu 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:41 [client] shardkv client get key:23 to server:&{bdIW4bQTaAOVzbyovaJy 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:41 [client] shardkv client putappend key:23 value:j2-KHdRY5zAoQAdnuE1X op:Append to server:&{nckcnHu_KZKUq9yayM0x 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:41 [client] shardkv client putappend key:23 value:j2-KHdRY5zAoQAdnuE1X op:Append to server:&{U5OkMP8BFYX9ovrnA_Ax 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:41 [client] shardkv client get key:24 to server:&{bxk7DtoYXCjd_fPI7MPb 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:41 [client] shardkv client get key:24 to server:&{Tc_5biCwUWgsmiCybaNE 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:41 [client] shardkv client putappend key:24 value:OQFvDvBeCMvxJmIZUfGq op:Append to server:&{uS0qqez7ZxnmNBP8oRPe 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:41 [client] shardkv client putappend key:24 value:OQFvDvBeCMvxJmIZUfGq op:Append to server:&{hzgeHIn0MEpF8cfiWGgS 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:41 [client] shardkv client get key:25 to server:&{hfcAM5RJSRWavU8Svqjz 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:41 [client] shardkv client get key:25 to server:&{fgQ8lAKbIP37JfEQA8IE 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:41 [client] shardkv client putappend key:25 value:WRllQ6So0do9T6KVOWy0 op:Append to server:&{UsLcISxElZGzYxY0OLVP 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:41 [client] shardkv client putappend key:25 value:WRllQ6So0do9T6KVOWy0 op:Append to server:&{sWGwfX6nHPL6fTvULD1c 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:41 [client] shardkv client get key:26 to server:&{U5ScwvPM1Aq5TBwj2jDv 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:41 [client] shardkv client get key:26 to server:&{enBT6-DcMFR1KJPErOKC 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:41 [client] shardkv client putappend key:26 value:OVZZ1Y0TPkG1x0p8sqD6 op:Append to server:&{YQSA91WNj7JlzgKaYPQV 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:41 [client] shardkv client putappend key:26 value:OVZZ1Y0TPkG1x0p8sqD6 op:Append to server:&{Nr7VI1XZYbdut0Gl1c8J 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:41 [client] shardkv client get key:27 to server:&{26dRiTS38ZaPpPEzXh1L 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:41 [client] shardkv client get key:27 to server:&{V188WHwyiQXodvcWmvzF 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:41 [client] shardkv client putappend key:27 value:GYS16eaHNVDBhyuFHLYf op:Append to server:&{KaLtUxxOzC9miGnlZuCt 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:41 [client] shardkv client putappend key:27 value:GYS16eaHNVDBhyuFHLYf op:Append to server:&{PaxQIBbwQS8c43LRgeDE 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:41 [client] shardkv client get key:28 to server:&{l5laYgubfyO9QE3p804O 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:41 [client] shardkv client get key:28 to server:&{zOhA5jvWpdbKPHHL1nWh 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:41 [client] shardkv client putappend key:28 value:QMt-IyGpX5-ldshPG8RZ op:Append to server:&{Wa-XV4JGZHDiCs7Im0Kv 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:41 [client] shardkv client putappend key:28 value:QMt-IyGpX5-ldshPG8RZ op:Append to server:&{aKE9VAzy1KRg3iB3bpbI 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:41 [client] shardkv client get key:29 to server:&{v2PLQbP2q3BU8PHoke2b 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:41 [client] shardkv client get key:29 to server:&{kqzRk29Czg0BCh8cpGln 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:41 [client] shardkv client putappend key:29 value:emdtGwi1k7VYSxfFFl-a op:Append to server:&{TCR-3j-etvYzq5pspkjc 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:41 [client] shardkv client putappend key:29 value:emdtGwi1k7VYSxfFFl-a op:Append to server:&{PmB6rOEuskGhcDxGO6QH 0xc000024310 0xc000024380}, shard:0, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:41 [Node:2 GID:100 isLeader:true] shardkv client migration data:map[0:_LBhPXgp-PAdFzyrvxj2 2:VTde9G2dz7BGSYqgBiwT 20:SlbVrqapno8jIad1WMC0 21:geEQvJmY55V60q0zlix1 22:AkAYRN6FAHd-RRK2Jw5n 23:UaXgF5KaO1dRRzRRxDD8 24:3IJCQZOvB4MFjb_mOwEf 25:-n4EN_FvUATYQ06Wz0AY 26:mUDT7BaVWhQgPo8NmkAD 27:P2cQOel2qPEgvbvJxms1 28:xP_Y-XD1A9aij8pOsQOe 29:j97rKxL3luJt9FkaknKC 4:JW5us9jBWLExTPi7-7gu 6:W26rgcR8H4LdusY50r1h 8:Mfxshp9V5NrE07f-2hci] to server:&{G8zzykiM7ADkBFOybmBb 0xc000024310 0xc000024380}, shard:0, gid:102 server:server-102-0
2026/02/12 11:38:41 [Node:2 GID:100 isLeader:true] shardkv client migration data:map[0:_LBhPXgp-PAdFzyrvxj2 2:VTde9G2dz7BGSYqgBiwT 20:SlbVrqapno8jIad1WMC0 21:geEQvJmY55V60q0zlix1 22:AkAYRN6FAHd-RRK2Jw5n 23:UaXgF5KaO1dRRzRRxDD8 24:3IJCQZOvB4MFjb_mOwEf 25:-n4EN_FvUATYQ06Wz0AY 26:mUDT7BaVWhQgPo8NmkAD 27:P2cQOel2qPEgvbvJxms1 28:xP_Y-XD1A9aij8pOsQOe 29:j97rKxL3luJt9FkaknKC 4:JW5us9jBWLExTPi7-7gu 6:W26rgcR8H4LdusY50r1h 8:Mfxshp9V5NrE07f-2hci] to server:&{s1m-HLpxxno75QPeF7vW 0xc000024310 0xc000024380}, shard:0, gid:102 server:server-102-1
2026/02/12 11:38:41 [Node:2 GID:100 isLeader:true] shardkv client migration data:map[0:_LBhPXgp-PAdFzyrvxj2 2:VTde9G2dz7BGSYqgBiwT 20:SlbVrqapno8jIad1WMC0 21:geEQvJmY55V60q0zlix1 22:AkAYRN6FAHd-RRK2Jw5n 23:UaXgF5KaO1dRRzRRxDD8 24:3IJCQZOvB4MFjb_mOwEf 25:-n4EN_FvUATYQ06Wz0AY 26:mUDT7BaVWhQgPo8NmkAD 27:P2cQOel2qPEgvbvJxms1 28:xP_Y-XD1A9aij8pOsQOe 29:j97rKxL3luJt9FkaknKC 4:JW5us9jBWLExTPi7-7gu 6:W26rgcR8H4LdusY50r1h 8:Mfxshp9V5NrE07f-2hci] to server:&{nBBwWQfzxK0U8MQZ-McT 0xc000024310 0xc000024380}, shard:0, gid:102 server:server-102-2
2026/02/12 11:38:41 [client] shardkv client get key:0 to server:&{9JyuXwX-fpjOXD8PvrpG 0xc000024310 0xc000024380}, shard:8, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:41 [client] shardkv client get key:0 to server:&{3Dx1ad9ckFheCLjVNr6k 0xc000024310 0xc000024380}, shard:8, gid:101 servers:[server-101-0 server-101-1 server-101-2]
2026/02/12 11:38:41 [client] shardkv client putappend key:0 value:EauDJ_2q8drS-1knDjjH op:Append to server:&{CC-scHL8LJMcsGTweoCg 0xc000024310 0xc000024380}, shard:8, gid:101 servers:[server-101-0 server-101-1 server-101-2]
